title,certificate,runtime,genre,rating,director,gross_earn
The Assassination of Richard Nixon,15,95 min,"Biography, Crime, Drama",6.9,Niels Mueller,$0.70M
Fly Away Home,U,107 min,"Adventure, Drama, Family",6.9,Carroll Ballard,$24.51M
The Thomas Crown Affair,A,102 min,"Crime, Drama, Romance",6.9,Norman Jewison,
The Ref,15,97 min,"Comedy, Crime, Drama",6.9,Ted Demme,$11.44M
Welcome to the Rileys,15,110 min,Drama,6.9,Jake Scott,$0.15M
School Ties,PG,106 min,Drama,6.9,Robert Mandel,$14.72M
The Contender,15,126 min,"Drama, Thriller",6.9,Rod Lurie,$17.87M
The Fabulous Baker Boys,15,114 min,"Comedy, Drama, Music",6.9,Steve Kloves,$18.10M
The House of the Spirits,15,145 min,"Drama, Romance",6.9,Bille August,$6.27M
Junebug,15,106 min,"Comedy, Drama",6.9,Phil Morrison,$2.68M
Battle of Britain,U,132 min,"Action, Drama, History",6.9,Guy Hamilton,$4.36M
Clockers,18,128 min,"Crime, Drama, Mystery",6.9,Spike Lee,$13.04M
Return to Me,PG,115 min,"Comedy, Drama, Romance",6.9,Bonnie Hunt,$32.66M
The Chumscrubber,15,108 min,"Comedy, Drama",6.9,Arie Posin,$0.05M
Thor: The Dark World,12A,112 min,"Action, Adventure, Fantasy",6.8,Alan Taylor,$206.36M
The Maze Runner,12A,113 min,"Action, Mystery, Sci-Fi",6.8,Wes Ball,$102.43M
Spectre,12A,148 min,"Action, Adventure, Thriller",6.8,Sam Mendes,$200.07M
Bruce Almighty,12A,101 min,"Comedy, Fantasy",6.8,Tom Shadyac,$242.83M
The Fast and the Furious,15,106 min,"Action, Adventure, Crime",6.8,Rob Cohen,$144.53M
Signs,12A,106 min,"Drama, Mystery, Sci-Fi",6.8,M. Night Shyamalan,$227.97M
Men in Black 3,PG,106 min,"Action, Adventure, Comedy",6.8,Barry Sonnenfeld,$179.02M
Yes Man,12A,104 min,"Comedy, Romance",6.8,Peyton Reed,$97.69M
50 First Dates,12A,99 min,"Comedy, Drama, Romance",6.8,Peter Segal,$120.91M
Home Alone 2: Lost in New York,PG,120 min,"Adventure, Comedy, Crime",6.8,Chris Columbus,$173.59M
TRON: Legacy,PG,125 min,"Action, Adventure, Sci-Fi",6.8,Joseph Kosinski,$172.06M
Hellboy,12A,122 min,"Action, Adventure, Fantasy",6.8,Guillermo del Toro,$59.62M
The Book of Eli,15,118 min,"Action, Adventure, Drama",6.8,Albert Hughes,$94.84M
The Island,12A,136 min,"Action, Sci-Fi, Thriller",6.8,Michael Bay,$35.82M
Insidious,15,103 min,"Horror, Mystery, Thriller",6.8,James Wan,$54.01M
Contagion,12A,106 min,"Drama, Thriller",6.8,Steven Soderbergh,$75.66M
The Transporter,15,92 min,"Action, Crime, Thriller",6.8,Louis Leterrier,$25.30M
Bridesmaids,15,125 min,"Comedy, Romance",6.8,Paul Feig,$169.11M
Panic Room,15,112 min,"Crime, Drama, Thriller",6.8,David Fincher,$96.40M
Ice Age 2: The Meltdown,U,91 min,"Animation, Adventure, Comedy",6.8,Carlos Saldanha,$195.33M
Hannibal,18,131 min,"Crime, Drama, Thriller",6.8,Ridley Scott,$165.09M
1408,15,104 min,"Fantasy, Horror, Mystery",6.8,Mikael Håfström,$71.99M
Bad Boys,18,119 min,"Action, Comedy, Crime",6.8,Michael Bay,$65.81M
Unknown,12A,113 min,"Action, Mystery, Thriller",6.8,Jaume Collet-Serra,$63.69M
Hook,U,142 min,"Adventure, Comedy, Family",6.8,Steven Spielberg,$119.65M
The Grey,15,117 min,"Action, Adventure, Drama",6.8,Joe Carnahan,$51.58M
21,12A,123 min,"Crime, Drama, History",6.8,Robert Luketic,$81.16M
Chappie,15,120 min,"Action, Crime, Drama",6.8,Neill Blomkamp,$31.57M
Sinister,15,110 min,"Horror, Mystery, Thriller",6.8,Scott Derrickson,$48.09M
It Follows,15,100 min,"Horror, Mystery, Thriller",6.8,David Robert Mitchell,$14.67M
Disturbia,15,105 min,"Crime, Drama, Mystery",6.8,D.J. Caruso,$80.21M
Warm Bodies,12A,98 min,"Comedy, Horror, Romance",6.8,Jonathan Levine,$66.38M
Role Models,15,99 min,Comedy,6.8,David Wain,$67.29M
The Babadook,15,94 min,"Horror, Mystery",6.8,Jennifer Kent,$0.92M
Bolt,PG,96 min,"Animation, Adventure, Comedy",6.8,Byron Howard,$114.05M
A Series of Unfortunate Events,PG,108 min,"Adventure, Comedy, Family",6.8,Brad Silberling,$118.63M
Mad Max,X,88 min,"Action, Adventure, Sci-Fi",6.8,George Miller,$8.75M
Rocky IV,PG,91 min,"Drama, Sport",6.8,Sylvester Stallone,$127.87M
Hanna,12A,111 min,"Action, Adventure, Drama",6.8,Joe Wright,$40.26M
Unstoppable,12A,98 min,"Action, Thriller",6.8,Tony Scott,$81.56M
The Vow,12A,104 min,"Drama, Romance",6.8,Michael Sucsy,$125.01M
Cruel Intentions,15,97 min,"Drama, Romance",6.8,Roger Kumble,$38.33M
Rocky III,A,99 min,"Drama, Sport",6.8,Sylvester Stallone,$125.05M
The Mask of Zorro,PG,136 min,"Action, Adventure, Comedy",6.8,Martin Campbell,$94.10M
Madagascar 3: Europe's Most Wanted,PG,95 min,"Animation, Adventure, Comedy",6.8,Eric Darnell,$216.39M
The Tree of Life,12A,139 min,"Drama, Fantasy",6.8,Terrence Malick,$13.30M
Sleepless in Seattle,PG,105 min,"Comedy, Drama, Romance",6.8,Nora Ephron,$126.53M
Adventureland,15,107 min,"Comedy, Drama, Romance",6.8,Greg Mottola,$16.03M
Jay and Silent Bob Strike Back,18,104 min,Comedy,6.8,Kevin Smith,$30.09M
The Lake House,PG,99 min,"Drama, Fantasy, Romance",6.8,Alejandro Agresti,$52.33M
The Imaginarium of Doctor Parnassus,12A,123 min,"Adventure, Comedy, Fantasy",6.8,Terry Gilliam,$7.69M
Four Brothers,15,109 min,"Action, Crime, Drama",6.8,John Singleton,$74.49M
Horton Hears a Who!,U,86 min,"Animation, Adventure, Comedy",6.8,Jimmy Hayward,$154.53M
Green Zone,15,115 min,"Action, Drama, Thriller",6.8,Paul Greengrass,$35.05M
The Firm,15,154 min,"Drama, Mystery, Thriller",6.8,Sydney Pollack,$158.35M
The Score,15,124 min,"Action, Crime, Drama",6.8,Frank Oz,$71.07M
One Hour Photo,15,96 min,"Drama, Thriller",6.8,Mark Romanek,$31.60M
Exam,15,101 min,"Horror, Mystery, Thriller",6.8,Stuart Hazeldine,
A Christmas Carol,PG,96 min,"Animation, Adventure, Comedy",6.8,Robert Zemeckis,$137.86M
Street Kings,15,109 min,"Action, Crime, Thriller",6.8,David Ayer,$26.42M
Patch Adams,12,115 min,"Biography, Comedy, Drama",6.8,Tom Shadyac,$135.03M
Serendipity,PG,90 min,"Comedy, Romance",6.8,Peter Chelsom,$50.29M
Patriot Games,15,117 min,"Action, Thriller",6.8,Phillip Noyce,$83.29M
The Family Man,12,125 min,"Comedy, Drama, Fantasy",6.8,Brett Ratner,$75.79M
Brother Bear,U,85 min,"Animation, Adventure, Comedy",6.8,Aaron Blaise,$85.34M
You Only Live Twice,A,117 min,"Action, Adventure, Thriller",6.8,Lewis Gilbert,$43.08M
Tenacious D in the Pick of Destiny,15,94 min,"Adventure, Comedy, Music",6.8,Liam Lynch,$8.32M
Stoker,18,99 min,"Drama, Thriller",6.8,Park Chan-wook,$1.70M
Superman II,A,127 min,"Action, Adventure, Sci-Fi",6.8,Richard Lester,$108.19M
Primer,12A,77 min,"Drama, Sci-Fi, Thriller",6.8,Shane Carruth,$0.42M
Dan in Real Life,PG,98 min,"Comedy, Drama, Romance",6.8,Peter Hedges,$47.64M
eXistenZ,15,97 min,"Horror, Mystery, Sci-Fi",6.8,David Cronenberg,$2.84M
Meet the Robinsons,U,95 min,"Animation, Adventure, Comedy",6.8,Stephen J. Anderson,$97.82M
The Thomas Crown Affair,15,113 min,"Crime, Romance, Thriller",6.8,John McTiernan,$69.30M
Addams Family Values,PG,94 min,"Comedy, Fantasy",6.8,Barry Sonnenfeld,$48.92M
On Her Majesty's Secret Service,PG,142 min,"Action, Adventure, Thriller",6.8,Peter R. Hunt,$22.80M
Risky Business,18,99 min,"Comedy, Crime, Drama",6.8,Paul Brickman,$63.50M
We Own the Night,15,117 min,"Action, Crime, Drama",6.8,James Gray,$28.56M
Thirteen,18,100 min,Drama,6.8,Catherine Hardwicke,$4.60M
Goon,15,92 min,"Comedy, Drama, Sport",6.8,Michael Dowse,$4.17M
White Men Can't Jump,15,115 min,"Comedy, Sport",6.8,Ron Shelton,$76.25M
Bloodsport,18,92 min,"Action, Biography, Drama",6.8,Newt Arnold,$11.81M
Saturday Night Fever,18,118 min,"Drama, Music",6.8,John Badham,$94.21M
The Long Kiss Goodnight,18,121 min,"Action, Crime, Drama",6.8,Renny Harlin,$33.33M
What If,15,98 min,"Comedy, Romance",6.8,Michael Dowse,$3.45M
Hitchcock,12A,98 min,"Biography, Drama, Romance",6.8,Sacha Gervasi,$6.01M
The 'Burbs,12,102 min,"Comedy, Mystery, Thriller",6.8,Joe Dante,$36.60M
The Iceman,15,106 min,"Biography, Crime, Drama",6.8,Ariel Vromen,$1.94M
Stripes,AA,106 min,"Comedy, War",6.8,Ivan Reitman,$85.30M
The Fog,AA,89 min,"Horror, Thriller",6.8,John Carpenter,$21.38M
Walk Hard: The Dewey Cox Story,15,96 min,"Comedy, Music",6.8,Jake Kasdan,$18.32M
Peter Pan,PG,113 min,"Adventure, Family, Fantasy",6.8,P.J. Hogan,$48.46M
Sunshine Cleaning,15,91 min,"Comedy, Drama",6.8,Christine Jeffs,$12.06M
Elizabeth: The Golden Age,12A,114 min,"Biography, Drama, History",6.8,Shekhar Kapur,$16.29M
The First Time,PG-13,95 min,"Comedy, Drama, Romance",6.8,Jonathan Kasdan,$0.02M
Mr. Peabody & Sherman,U,92 min,"Animation, Adventure, Comedy",6.8,Rob Minkoff,$111.51M
Bringing Out the Dead,18,121 min,"Drama, Thriller",6.8,Martin Scorsese,$16.64M
The Debt,15,113 min,"Drama, Thriller",6.8,John Madden,$31.18M
Stepmom,12,125 min,"Comedy, Drama",6.8,Chris Columbus,$91.14M
El mariachi,15,81 min,"Action, Crime, Thriller",6.8,Robert Rodriguez,$2.04M
Harsh Times,15,116 min,"Action, Crime, Drama",6.8,David Ayer,$3.34M
Salmon Fishing in the Yemen,12A,107 min,"Comedy, Drama, Romance",6.8,Lasse Hallström,$9.03M
Mr. Holmes,PG,104 min,"Drama, Mystery",6.8,Bill Condon,$17.74M
Trouble with the Curve,12A,111 min,"Drama, Sport",6.8,Robert Lorenz,$35.76M
The Ghost and the Darkness,15,110 min,"Adventure, Drama, Thriller",6.8,Stephen Hopkins,$38.62M
Young Guns,18,107 min,"Action, Western",6.8,Christopher Cain,$45.66M
Bernie,12A,99 min,"Biography, Comedy, Crime",6.8,Richard Linklater,$9.20M
Draft Day,15,110 min,"Drama, Sport",6.8,Ivan Reitman,$28.83M
Dog Soldiers,15,105 min,"Action, Horror, Thriller",6.8,Neil Marshall,
Innerspace,PG,120 min,"Action, Adventure, Comedy",6.8,Joe Dante,$25.89M
Lolita,18,137 min,"Drama, Romance",6.8,Adrian Lyne,$1.40M
I'm Not There,15,135 min,"Biography, Drama, Music",6.8,Todd Haynes,$4.02M
The Pledge,15,124 min,"Crime, Drama, Mystery",6.8,Sean Penn,$19.72M
Before We Go,12,95 min,"Comedy, Drama, Romance",6.8,Chris Evans,$0.04M
The Boxtrolls,PG,96 min,"Animation, Adventure, Comedy",6.8,Graham Annable,$50.84M
Inland Empire,15,180 min,"Drama, Fantasy, Mystery",6.8,David Lynch,$0.75M
The American President,15,114 min,"Comedy, Drama, Romance",6.8,Rob Reiner,$65.00M
Working Girl,15,113 min,"Comedy, Drama, Romance",6.8,Mike Nichols,$64.00M
Beavis and Butt-Head Do America,12,81 min,"Animation, Adventure, Comedy",6.8,Mike Judge,$63.07M
City Slickers,12,113 min,"Comedy, Western",6.8,Ron Underwood,$124.03M
Eliza Graves,15,112 min,"Drama, Horror, Mystery",6.8,Brad Anderson,
Rendition,15,122 min,"Drama, Thriller",6.8,Gavin Hood,$9.74M
"See No Evil, Hear No Evil",15,103 min,"Comedy, Crime",6.8,Arthur Hiller,$46.91M
Great Expectations,15,111 min,"Drama, Romance",6.8,Alfonso Cuarón,$26.33M
Dave,12,110 min,"Comedy, Romance",6.8,Ivan Reitman,$63.27M
Rent,12A,135 min,"Drama, Musical, Romance",6.8,Chris Columbus,$29.08M
Odd Thomas,15,100 min,"Comedy, Fantasy, Horror",6.8,Stephen Sommers,
Martha Marcy May Marlene,15,102 min,"Drama, Mystery, Thriller",6.8,Sean Durkin,$2.98M
The War of the Roses,15,116 min,"Comedy, Romance",6.8,Danny DeVito,$86.89M
Man Up,15,88 min,"Comedy, Drama, Romance",6.8,Ben Palmer,
Tristan + Isolde,12A,125 min,"Action, Drama, Romance",6.8,Kevin Reynolds,$14.73M
The East,15,116 min,"Crime, Drama, Thriller",6.8,Zal Batmanglij,$2.27M
History of the World: Part I,AA,92 min,"Comedy, History, Musical",6.8,Mel Brooks,$31.67M
The Witches,PG,91 min,"Adventure, Comedy, Family",6.8,Nicolas Roeg,$10.36M
Fair Game,12A,108 min,"Biography, Drama, Thriller",6.8,Doug Liman,$9.53M
Joe,15,117 min,"Crime, Drama",6.8,David Gordon Green,$0.37M
To Die For,15,106 min,"Comedy, Crime, Drama",6.8,Gus Van Sant,$21.28M
Enemy Mine,12,108 min,"Action, Adventure, Drama",6.8,Wolfgang Petersen,$4.27M
Creepshow,AA,120 min,"Comedy, Fantasy, Horror",6.8,George A. Romero,$21.03M
Ginger Snaps,18,108 min,"Drama, Fantasy, Horror",6.8,John Fawcett,$0.00M
Heartbreak Ridge,15,130 min,"Drama, War",6.8,Clint Eastwood,$42.72M
The Rescuers Down Under,U,77 min,"Animation, Adventure, Comedy",6.8,Hendel Butoy,$27.93M
The Skeleton Twins,15,93 min,"Comedy, Drama, Romance",6.8,Craig Johnson,$5.28M
Night of the Living Dead,18,92 min,Horror,6.8,Tom Savini,$5.84M
Anonymous,12A,130 min,"Drama, Thriller",6.8,Roland Emmerich,$4.46M
Sea of Love,18,113 min,"Crime, Drama, Mystery",6.8,Harold Becker,$58.57M
Dead Calm,15,96 min,"Horror, Thriller",6.8,Phillip Noyce,$7.83M
Who Am I?,12,120 min,"Action, Adventure, Comedy",6.8,Benny Chan,
Romper Stomper,18,94 min,"Crime, Drama, Thriller",6.8,Geoffrey Wright,$0.18M
Detroit Rock City,15,95 min,"Comedy, Music",6.8,Adam Rifkin,$4.22M
Spider,15,98 min,"Drama, Mystery, Thriller",6.8,David Cronenberg,$1.64M
The 33,12A,127 min,"Biography, Drama, History",6.8,Patricia Riggen,$12.19M
The Crucible,12,124 min,"Drama, History",6.8,Nicholas Hytner,$7.34M
Middle Men,18,105 min,"Comedy, Crime, Drama",6.8,George Gallo,$0.72M
Repo Man,18,92 min,"Action, Comedy, Crime",6.8,Alex Cox,$3.57M
Defendor,15,101 min,"Comedy, Crime, Drama",6.8,Peter Stebbings,$0.04M
Altered States,X,102 min,"Horror, Sci-Fi, Thriller",6.8,Ken Russell,$19.85M
Jersey Boys,15,134 min,"Biography, Drama, Music",6.8,Clint Eastwood,$47.03M
Keeping Mum,15,99 min,"Comedy, Crime",6.8,Niall Johnson,$1.62M
Che: Part Two,15,135 min,"Biography, Drama, History",6.8,Steven Soderbergh,
Body Double,18,114 min,"Crime, Drama, Mystery",6.8,Brian De Palma,$8.80M
Oliver Twist,PG-13,130 min,"Crime, Drama",6.8,Roman Polanski,$1.99M
The Diary of a Teenage Girl,18,102 min,"Comedy, Drama, Romance",6.8,Marielle Heller,$1.48M
The Idiots,18,117 min,"Comedy, Drama",6.8,Lars von Trier,$0.01M
The Football Factory,18,91 min,"Crime, Drama, Sport",6.8,Nick Love,
The Brood,X,92 min,"Horror, Sci-Fi",6.8,David Cronenberg,
Serial Mom,18,95 min,"Comedy, Crime, Thriller",6.8,John Waters,$7.88M
Bugsy,18,136 min,"Biography, Crime, Drama",6.8,Barry Levinson,$49.11M
Selena,PG,127 min,"Biography, Drama, Music",6.8,Gregory Nava,$35.42M
Freeway,18,102 min,"Crime, Drama, Thriller",6.8,Matthew Bright,$0.30M
Dead Again,15,107 min,"Crime, Drama, Mystery",6.8,Kenneth Branagh,$38.02M
Zombie Flesh Eaters,(Banned),91 min,Horror,6.8,Lucio Fulci,
DuckTales the Movie: Treasure of the Lost Lamp,U,74 min,"Animation, Adventure, Comedy",6.8,Bob Hathcock,$18.12M
Bulworth,18,108 min,"Comedy, Drama, Romance",6.8,Warren Beatty,$26.53M
Mr. Turner,12A,150 min,"Biography, Drama, History",6.8,Mike Leigh,$3.96M
Millions,12A,98 min,"Comedy, Crime, Drama",6.8,Danny Boyle,$6.58M
The Hunting Party,15,101 min,"Adventure, Comedy, Drama",6.8,Richard Shepard,$0.97M
Dolphin Tale,U,113 min,"Drama, Family",6.8,Charles Martin Smith,$72.29M
Injustice,15,100 min,"Biography, Drama",6.8,Adam Kassen,$0.07M
The Importance of Being Earnest,U,97 min,"Comedy, Drama, Romance",6.8,Oliver Parker,$8.38M
Cemetery Junction,15,95 min,"Comedy, Drama",6.8,Ricky Gervais,
The Upside of Anger,15,118 min,"Comedy, Drama",6.8,Mike Binder,$18.76M
Dead Men Don't Wear Plaid,A,88 min,"Comedy, Crime, Mystery",6.8,Carl Reiner,$18.20M
Ink,15,107 min,"Action, Drama, Fantasy",6.8,Jamin Winans,
Ondine,12A,111 min,"Drama, Mystery, Romance",6.8,Neil Jordan,$0.55M
Simon Birch,PG,114 min,"Comedy, Drama, Family",6.8,Mark Steven Johnson,$18.25M
Six Degrees of Separation,15,112 min,"Comedy, Drama, Mystery",6.8,Fred Schepisi,$6.41M
Lost and Delirious,15,103 min,"Drama, Romance",6.8,Léa Pool,$0.30M
The History Boys,15,109 min,"Comedy, Drama, Romance",6.8,Nicholas Hytner,$2.71M
Rise of the Footsoldier,18,119 min,"Action, Biography, Crime",6.8,Julian Gilbey,
Veronica Guerin,18,98 min,"Biography, Crime, Drama",6.8,Joel Schumacher,$1.57M
The Matrix Revolutions,15,129 min,"Action, Sci-Fi",6.7,Lana Wachowski,$139.31M
Charlie and the Chocolate Factory,PG,115 min,"Adventure, Comedy, Family",6.7,Tim Burton,$206.46M
The Wolverine,12A,126 min,"Action, Sci-Fi",6.7,James Mangold,$132.56M
Armageddon,12,151 min,"Action, Adventure, Sci-Fi",6.7,Michael Bay,$201.57M
In Time,12A,109 min,"Action, Sci-Fi, Thriller",6.7,Andrew Niccol,$37.52M
Wanted,18,110 min,"Action, Crime, Thriller",6.7,Timur Bekmambetov,$134.51M
The Proposal,12A,108 min,"Comedy, Drama, Romance",6.7,Anne Fletcher,$163.96M
Angels & Demons,12A,138 min,"Action, Mystery, Thriller",6.7,Ron Howard,$133.38M
Warcraft: The Beginning,12A,123 min,"Action, Adventure, Fantasy",6.7,Duncan Jones,$47.37M
The A-Team,15,117 min,"Action, Adventure, Thriller",6.7,Joe Carnahan,$77.22M
Final Destination,15,98 min,"Horror, Thriller",6.7,James Wong,$53.33M
Dodgeball: A True Underdog Story,12A,92 min,"Comedy, Sport",6.7,Rawson Marshall Thurber,$114.33M
Bridget Jones's Diary,15,97 min,"Comedy, Drama, Romance",6.7,Sharon Maguire,$71.54M
Escape Plan,15,115 min,"Action, Thriller",6.7,Mikael Håfström,$25.13M
Romeo + Juliet,12,120 min,"Drama, Romance",6.7,Baz Luhrmann,$46.35M
The Girl Next Door,15,109 min,"Comedy, Drama, Romance",6.7,Luke Greenfield,$14.59M
Safe House,15,115 min,"Action, Thriller",6.7,Daniel Espinosa,$126.37M
Blade II,18,117 min,"Action, Horror, Sci-Fi",6.7,Guillermo del Toro,$82.35M
Gangster Squad,15,113 min,"Action, Crime, Drama",6.7,Ruben Fleischer,$46.00M
American Reunion,15,113 min,Comedy,6.7,Jon Hurwitz,$57.01M
You've Got Mail,PG,119 min,"Comedy, Drama, Romance",6.7,Nora Ephron,$115.82M
2 Guns,15,109 min,"Action, Thriller",6.7,Baltasar Kormákur,$75.61M
Love & Other Drugs,15,112 min,"Comedy, Drama, Romance",6.7,Edward Zwick,$32.37M
Underworld: Evolution,18,106 min,"Action, Fantasy, Thriller",6.7,Len Wiseman,$62.32M
The Hitchhiker's Guide to the Galaxy,PG,109 min,"Adventure, Comedy, Sci-Fi",6.7,Garth Jennings,$51.09M
Pocahontas,U,81 min,"Animation, Adventure, Drama",6.7,Mike Gabriel,$141.60M
The Ninth Gate,15,133 min,"Mystery, Thriller",6.7,Roman Polanski,$18.66M
Demolition Man,15,115 min,"Action, Sci-Fi, Thriller",6.7,Marco Brambilla,$58.06M
Over the Hedge,U,83 min,"Animation, Adventure, Comedy",6.7,Tim Johnson,$155.02M
The Bone Collector,15,118 min,"Crime, Drama, Mystery",6.7,Phillip Noyce,$66.52M
Lethal Weapon 3,15,118 min,"Action, Crime, Thriller",6.7,Richard Donner,$144.73M
Commando,18,90 min,"Action, Adventure, Thriller",6.7,Mark L. Lester,$35.10M
From Hell,18,122 min,"Horror, Mystery, Thriller",6.7,Albert Hughes,$31.60M
Analyze This,15,103 min,"Comedy, Crime",6.7,Harold Ramis,$106.89M
Pandorum,15,108 min,"Action, Horror, Mystery",6.7,Christian Alvart,$10.33M
Hairspray,PG,117 min,"Comedy, Drama, Musical",6.7,Adam Shankman,$118.87M
The Exorcism of Emily Rose,15,119 min,"Drama, Horror, Thriller",6.7,Scott Derrickson,$75.07M
Ransom,15,121 min,"Action, Crime, Thriller",6.7,Ron Howard,$136.49M
Robin Hood: Men in Tights,PG,104 min,"Adventure, Comedy, Musical",6.7,Mel Brooks,$35.74M
Police Academy,15,96 min,Comedy,6.7,Hugh Wilson,$81.20M
If I Stay,12A,107 min,"Drama, Fantasy, Music",6.7,R.J. Cutler,$50.47M
The Call,15,96 min,Thriller,6.7,Brad Anderson,$51.87M
Something's Gotta Give,12A,128 min,"Comedy, Drama, Romance",6.7,Nancy Meyers,$124.73M
TRON,A,96 min,"Action, Adventure, Sci-Fi",6.7,Steven Lisberger,$33.00M
The Whole Nine Yards,15,98 min,"Comedy, Crime",6.7,Jonathan Lynn,$57.26M
City of Angels,12,114 min,"Drama, Fantasy, Romance",6.7,Brad Silberling,$78.69M
Out of the Furnace,15,116 min,"Action, Crime, Drama",6.7,Scott Cooper,$11.33M
The Good Dinosaur,PG,93 min,"Animation, Adventure, Comedy",6.7,Peter Sohn,$123.09M
Seeking a Friend for the End of the World,15,101 min,"Adventure, Comedy, Drama",6.7,Lorene Scafaria,$6.62M
The Other Boleyn Girl,12A,115 min,"Biography, Drama, History",6.7,Justin Chadwick,$26.81M
Bend It Like Beckham,12,112 min,"Comedy, Drama, Romance",6.7,Gurinder Chadha,$32.54M
Just Like Heaven,PG,95 min,"Comedy, Drama, Fantasy",6.7,Mark Waters,$48.32M
Hot Shots!,12,84 min,"Action, Comedy",6.7,Jim Abrahams,$69.47M
Live and Let Die,A,121 min,"Action, Adventure, Thriller",6.7,Guy Hamilton,$35.38M
The Man with the Golden Gun,A,125 min,"Action, Adventure, Thriller",6.7,Guy Hamilton,$20.97M
Where the Wild Things Are,PG,101 min,"Adventure, Drama, Family",6.7,Spike Jonze,$77.23M
Four Rooms,18,98 min,Comedy,6.7,Allison Anders,$4.30M
The Good Shepherd,15,167 min,"Drama, History, Thriller",6.7,Robert De Niro,$59.95M
While You Were Sleeping,PG,103 min,"Comedy, Drama, Romance",6.7,Jon Turteltaub,$81.06M
For Your Eyes Only,A,127 min,"Action, Adventure, Thriller",6.7,John Glen,$62.30M
Conspiracy Theory,15,135 min,"Action, Mystery, Thriller",6.7,Richard Donner,$75.98M
The Guest,15,100 min,"Action, Mystery, Thriller",6.7,Adam Wingard,$0.32M
The Devil's Rejects,18,107 min,"Crime, Horror, Western",6.7,Rob Zombie,$17.04M
Ali,15,157 min,"Biography, Drama, Sport",6.7,Michael Mann,$58.20M
The Living Daylights,PG,130 min,"Action, Adventure, Thriller",6.7,John Glen,$51.19M
Waiting,15,94 min,Comedy,6.7,Rob McKittrick,$16.12M
Hardcore Henry,18,96 min,"Action, Adventure, Sci-Fi",6.7,Ilya Naishuller,$9.25M
Teenage Mutant Hero Turtles,U,93 min,"Action, Adventure, Comedy",6.7,Steve Barron,$135.27M
Trick 'r Treat,15,82 min,"Comedy, Horror",6.7,Michael Dougherty,
Sweet November,12,119 min,"Drama, Romance",6.7,Pat O'Connor,$25.29M
Candyman,18,99 min,"Horror, Thriller",6.7,Bernard Rose,$25.79M
Unfaithful,15,124 min,"Drama, Romance, Thriller",6.7,Adrian Lyne,$52.80M
The New World,12A,135 min,"Biography, Drama, History",6.7,Terrence Malick,$12.71M
Hot Rod,12A,88 min,"Comedy, Sport",6.7,Akiva Schaffer,$13.92M
No Escape,15,103 min,"Action, Thriller",6.7,John Erick Dowdle,$27.29M
Eden Lake,18,91 min,"Horror, Thriller",6.7,James Watkins,$0.01M
The Inbetweeners Movie,18,97 min,Comedy,6.7,Ben Palmer,$0.04M
Christine,18,110 min,"Horror, Thriller",6.7,John Carpenter,$21.20M
Hidalgo,12A,136 min,"Action, Adventure, Biography",6.7,Joe Johnston,$67.29M
Pretty in Pink,15,97 min,"Comedy, Drama, Romance",6.7,Howard Deutch,$40.47M
Backdraft,15,137 min,"Action, Drama, Mystery",6.7,Ron Howard,$77.87M
Super,18,96 min,"Action, Comedy, Crime",6.7,James Gunn,$0.32M
Stay,18,99 min,"Drama, Mystery, Thriller",6.7,Marc Forster,$3.63M
Surf's Up,PG,85 min,"Animation, Adventure, Comedy",6.7,Ash Brannon,$58.87M
Killer Joe,18,102 min,"Drama, Thriller",6.7,William Friedkin,$1.99M
A Most Wanted Man,15,122 min,"Crime, Drama, Thriller",6.7,Anton Corbijn,$17.24M
Ghost Town,12A,102 min,"Comedy, Drama, Fantasy",6.7,David Koepp,$13.21M
Switchblade Romance,18,91 min,Horror,6.7,Alexandre Aja,$3.68M
Death Sentence,18,105 min,"Action, Adventure, Crime",6.7,James Wan,$9.53M
The Gift,15,112 min,"Drama, Fantasy, Horror",6.7,Sam Raimi,$12.01M
Sliding Doors,15,99 min,"Comedy, Drama, Fantasy",6.7,Peter Howitt,$11.88M
James And The Giant Peach,U,79 min,"Animation, Adventure, Family",6.7,Henry Selick,$28.93M
The Finest Hours,12A,117 min,"Action, Drama, History",6.7,Craig Gillespie,$27.57M
The Client,15,119 min,"Crime, Drama, Mystery",6.7,Joel Schumacher,$92.12M
Machine Gun Preacher,15,129 min,"Action, Biography, Crime",6.7,Marc Forster,$0.54M
Blast from the Past,12,112 min,"Comedy, Drama, Romance",6.7,Hugh Wilson,$26.49M
Brooklyn's Finest,18,132 min,"Action, Crime, Drama",6.7,Antoine Fuqua,$27.15M
K-19: The Widowmaker,12A,138 min,"Drama, History, Thriller",6.7,Kathryn Bigelow,$35.17M
Cocoon,U,117 min,"Comedy, Drama, Sci-Fi",6.7,Ron Howard,$76.11M
Penelope,U,104 min,"Comedy, Fantasy, Romance",6.7,Mark Palansky,$10.01M
Goal!,12A,118 min,"Drama, Romance, Sport",6.7,Danny Cannon,$4.28M
Appaloosa,15,115 min,"Action, Crime, Drama",6.7,Ed Harris,$20.21M
The Brave One,18,122 min,"Action, Crime, Drama",6.7,Neil Jordan,$36.79M
The Legend of Bagger Vance,PG,126 min,"Drama, Fantasy, Sport",6.7,Robert Redford,$30.70M
Logan's Run,A,119 min,"Action, Adventure, Sci-Fi",6.7,Michael Anderson,$25.00M
Empire Records,12,90 min,"Comedy, Drama, Music",6.7,Allan Moyle,$0.30M
