title,certificate,runtime,genre,rating,director,gross_earn
Absolute Power,15,121 min,"Action, Crime, Drama",6.7,Clint Eastwood,$50.01M
Scanners,X,103 min,"Horror, Sci-Fi, Thriller",6.7,David Cronenberg,$14.23M
Jab Tak Hai Jaan,12A,198 min,"Drama, Romance",6.7,Yash Chopra,$3.05M
Sinbad: Legend of the Seven Seas,U,88 min,"Animation, Adventure, Comedy",6.7,Patrick Gilmore,$26.48M
Kalifornia,18,117 min,"Crime, Drama, Thriller",6.7,Dominic Sena,$2.40M
The Soloist,12A,117 min,"Biography, Drama, Music",6.7,Joe Wright,$31.67M
2010: The Year We Make Contact,PG,116 min,"Adventure, Mystery, Sci-Fi",6.7,Peter Hyams,$40.20M
Under the Tuscan Sun,12A,113 min,"Comedy, Drama, Romance",6.7,Audrey Wells,$43.61M
Veronica Mars,12A,107 min,"Crime, Drama, Mystery",6.7,Rob Thomas,$3.32M
U Turn,18,125 min,"Crime, Drama, Thriller",6.7,Oliver Stone,$6.63M
Goodnight Mommy,15,99 min,"Horror, Mystery, Thriller",6.7,Severin Fiala,$1.17M
THX 1138,X,86 min,"Drama, Sci-Fi, Thriller",6.7,George Lucas,$2.44M
Don Juan DeMarco,15,97 min,"Comedy, Drama, Romance",6.7,Jeremy Leven,$22.15M
Wyatt Earp,12,191 min,"Action, Adventure, Biography",6.7,Lawrence Kasdan,$25.05M
The Brothers Bloom,12A,114 min,"Action, Adventure, Comedy",6.7,Rian Johnson,$3.52M
Life,15,108 min,"Comedy, Crime, Drama",6.7,Ted Demme,$63.84M
Rachel Getting Married,15,113 min,"Drama, Romance",6.7,Jonathan Demme,$12.80M
The Pirates! In an Adventure with Scientists!,U,88 min,"Animation, Adventure, Comedy",6.7,Peter Lord,$31.05M
Saved!,12A,92 min,"Comedy, Drama",6.7,Brian Dannelly,$8.94M
Nothing to Lose,15,98 min,"Action, Adventure, Comedy",6.7,Steve Oedekerk,$44.46M
Swimming Pool,15,102 min,"Crime, Drama, Mystery",6.7,François Ozon,$10.11M
The Company Men,15,104 min,Drama,6.7,John Wells,$4.44M
The Enforcer,X,96 min,"Action, Crime, Thriller",6.7,James Fargo,$46.20M
The Matador,15,96 min,"Comedy, Crime, Thriller",6.7,Richard Shepard,$12.59M
Proof,12A,100 min,"Drama, Mystery",6.7,John Madden,$7.52M
Ju On: The Grudge,15,92 min,Horror,6.7,Takashi Shimizu,$0.33M
The Hand That Rocks the Cradle,15,110 min,"Drama, Thriller",6.7,Curtis Hanson,$88.04M
Prince of Darkness,18,102 min,Horror,6.7,John Carpenter,$14.18M
Om Shanti Om,12A,162 min,"Action, Comedy, Drama",6.7,Farah Khan,$3.60M
The Last Starfighter,PG,101 min,"Action, Adventure, Sci-Fi",6.7,Nick Castle,$28.73M
Rumble in the Bronx,15,104 min,"Action, Comedy, Crime",6.7,Stanley Tong,$32.39M
All Dogs Go to Heaven,U,84 min,"Animation, Adventure, Comedy",6.7,Don Bluth,$27.10M
The Horse Whisperer,PG,169 min,"Drama, Romance, Western",6.7,Robert Redford,$75.38M
Inside,18,82 min,Horror,6.7,Alexandre Bustillo,
The Curse of the Jade Scorpion,12A,103 min,"Comedy, Crime, Mystery",6.7,Woody Allen,$7.50M
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,X,88 min,Comedy,6.7,Woody Allen,
The Salvation,15,92 min,"Action, Drama, Thriller",6.7,Kristian Levring,$0.01M
The Hunter,15,102 min,"Adventure, Drama, Thriller",6.7,Daniel Nettheim,$0.18M
Spun,18,101 min,"Comedy, Crime, Drama",6.7,Jonas Åkerlund,$0.41M
Apt Pupil,15,111 min,"Crime, Drama, Thriller",6.7,Bryan Singer,$8.84M
Summer of Sam,18,142 min,"Crime, Drama, Romance",6.7,Spike Lee,$19.28M
Wild Target,12A,98 min,"Action, Comedy, Crime",6.7,Jonathan Lynn,$0.12M
Liberal Arts,12A,97 min,"Comedy, Drama, Romance",6.7,Josh Radnor,$0.32M
Can't Buy Me Love,U,94 min,"Comedy, Drama, Romance",6.7,Steve Rash,$31.62M
Anna and the King,12,148 min,"Drama, History, Romance",6.7,Andy Tennant,$39.26M
Everyone Says I Love You,12,101 min,"Comedy, Musical, Romance",6.7,Woody Allen,$9.71M
Cold in July,15,109 min,"Crime, Thriller",6.7,Jim Mickle,$0.41M
This Must Be the Place,15,118 min,"Adventure, Comedy, Drama",6.7,Paolo Sorrentino,$0.14M
Julia's Eyes,15,118 min,"Horror, Mystery, Thriller",6.7,Guillem Morales,
Jeune & Jolie,18,95 min,"Drama, Romance",6.7,François Ozon,$0.05M
Housebound,18,107 min,"Comedy, Horror, Mystery",6.7,Gerard Johnstone,
Where the Heart Is,12,120 min,"Comedy, Drama, Romance",6.7,Matt Williams,$33.77M
A Walk in the Clouds,PG,102 min,"Drama, Romance",6.7,Alfonso Arau,$50.01M
The Air I Breathe,15,95 min,"Crime, Drama, Thriller",6.7,Jieho Lee,$0.03M
Blood and Bone,18,93 min,"Action, Crime, Drama",6.7,Ben Ramsey,
The Shipping News,15,111 min,Drama,6.7,Lasse Hallström,$11.43M
L.A. Story,15,95 min,"Comedy, Drama, Fantasy",6.7,Mick Jackson,$28.86M
But I'm a Cheerleader,15,92 min,"Comedy, Drama, Romance",6.7,Jamie Babbit,$2.21M
Imagine Me & You,12A,90 min,"Comedy, Drama, Romance",6.7,Ol Parker,$0.67M
Dark Water,15,101 min,"Drama, Horror, Mystery",6.7,Hideo Nakata,
Regarding Henry,12,108 min,"Drama, Romance",6.7,Mike Nichols,$43.00M
Mermaids,15,110 min,"Comedy, Drama, Romance",6.7,Richard Benjamin,$35.42M
Hysteria,15,100 min,"Biography, Comedy, Romance",6.7,Tanya Wexler,$1.80M
Frankie and Johnny,15,118 min,"Comedy, Drama, Romance",6.7,Garry Marshall,$22.77M
2 Days in Paris,15,96 min,"Comedy, Drama, Romance",6.7,Julie Delpy,$4.43M
Cypher,15,95 min,"Mystery, Sci-Fi, Thriller",6.7,Vincenzo Natali,
Big Nothing,15,86 min,"Comedy, Crime, Thriller",6.7,Jean-Baptiste Andrea,
Cronos,18,94 min,"Drama, Fantasy, Horror",6.7,Guillermo del Toro,$0.62M
Singles,12,99 min,"Comedy, Drama, Music",6.7,Cameron Crowe,$18.47M
Happythankyoumoreplease,15,100 min,"Comedy, Drama, Romance",6.7,Josh Radnor,$0.22M
Now and Then,PG,100 min,"Comedy, Drama, Romance",6.7,Lesli Linka Glatter,$27.40M
Clouds of Sils Maria,15,124 min,Drama,6.7,Olivier Assayas,$1.81M
The Man Without a Face,12,115 min,Drama,6.7,Mel Gibson,$24.76M
Fido,15,93 min,"Comedy, Drama, Horror",6.7,Andrew Currie,$0.30M
Taking Woodstock,15,120 min,"Biography, Comedy, Drama",6.7,Ang Lee,$7.44M
The Eye,15,99 min,Horror,6.7,Danny Pang,$0.50M
Primary Colors,15,143 min,"Comedy, Drama",6.7,Mike Nichols,$38.97M
Stir Crazy,AA,111 min,"Comedy, Crime",6.7,Sidney Poitier,$101.30M
Turbo Kid,15,93 min,"Action, Adventure, Comedy",6.7,François Simard,$0.05M
Marvin's Room,12,98 min,Drama,6.7,Jerry Zaks,$12.78M
The Jane Austen Book Club,12A,106 min,"Comedy, Drama, Romance",6.7,Robin Swicord,$3.57M
Things to Do in Denver When You're Dead,18,115 min,"Crime, Drama, Thriller",6.7,Gary Fleder,$0.53M
Around the World in 80 Days,U,167 min,"Adventure, Comedy, Family",6.7,Michael Anderson,$42.00M
Your Sister's Sister,15,90 min,"Comedy, Drama, Romance",6.7,Lynn Shelton,$1.57M
Return to Oz,U,113 min,"Adventure, Family, Fantasy",6.7,Walter Murch,
"Mystery, Alaska",15,119 min,"Comedy, Drama, Sport",6.7,Jay Roach,$8.89M
The Perfect Host,15,93 min,"Comedy, Crime, Thriller",6.7,Nicholas Tomnay,$0.05M
Colors,18,120 min,"Action, Crime, Drama",6.7,Dennis Hopper,$46.62M
Phenomena,18,116 min,"Crime, Horror, Mystery",6.7,Dario Argento,
The Disappearance of Alice Creed,18,100 min,"Crime, Thriller",6.7,J Blakeson,$0.17M
Heartbreaker,15,105 min,"Comedy, Romance",6.7,Pascal Chaumeil,$0.50M
Stakeout,15,117 min,"Action, Comedy, Crime",6.7,John Badham,$65.67M
The Quiet Earth,15,91 min,"Drama, Mystery, Sci-Fi",6.7,Geoff Murphy,$2.12M
Hamburger Hill,18,110 min,"Action, Drama, Thriller",6.7,John Irvin,$13.84M
Obvious Child,15,84 min,"Comedy, Drama, Romance",6.7,Gillian Robespierre,$3.12M
Eagle vs Shark,15,93 min,"Comedy, Romance",6.7,Taika Waititi,$0.22M
Prizzi's Honor,15,130 min,"Comedy, Crime, Drama",6.7,John Huston,$26.70M
Buffalo Soldiers,15,98 min,"Comedy, Crime, Drama",6.7,Gregor Jordan,$0.35M
Albert Nobbs,15,113 min,"Drama, Romance",6.7,Rodrigo García,$3.01M
Flawless,12A,108 min,"Crime, Drama, Thriller",6.7,Michael Radford,$1.20M
Behind the Mask: The Rise of Leslie Vernon,15,92 min,"Comedy, Horror, Thriller",6.7,Scott Glosserman,$0.07M
Tales from the Crypt: Demon Knight,18,92 min,"Action, Fantasy, Horror",6.7,Ernest R. Dickerson,$21.09M
Crossing Over,18,113 min,"Crime, Drama",6.7,Wayne Kramer,$0.45M
Starter for 10,12A,92 min,"Comedy, Drama, Romance",6.7,Tom Vaughan,$0.21M
Mirrormask,PG,101 min,"Drama, Fantasy",6.7,Dave McKean,$0.86M
A Prairie Home Companion,PG,105 min,"Comedy, Drama, Music",6.7,Robert Altman,$20.34M
He Was a Quiet Man,15,100 min,"Drama, Romance, Thriller",6.7,Frank A. Cappello,
Elegy,15,112 min,"Drama, Romance",6.7,Isabel Coixet,$3.58M
Hamlet,U,135 min,Drama,6.7,Franco Zeffirelli,$20.71M
State and Main,15,105 min,"Comedy, Drama",6.7,David Mamet,$6.92M
Kopps,90 min,"Action, Comedy",,6.7,Josef Fares,
Redbelt,15,99 min,"Drama, Sport",6.7,David Mamet,$2.34M
Saints and Soldiers,15,90 min,"Action, Drama, War",6.7,Ryan Little,$1.31M
Resurrecting the Champ,12,112 min,"Drama, Sport",6.7,Rod Lurie,$3.17M
My Summer of Love,15,86 min,"Drama, Romance",6.7,Pawel Pawlikowski,$0.99M
Martian Child,PG,106 min,"Comedy, Drama, Family",6.7,Menno Meyjes,$7.49M
Star Wars: Episode II - Attack of the Clones,PG,142 min,"Action, Adventure, Fantasy",6.6,George Lucas,$310.68M
Pirates of the Caribbean: On Stranger Tides,12A,137 min,"Action, Adventure, Fantasy",6.6,Rob Marshall,$241.06M
X-Men: The Last Stand,12A,104 min,"Action, Adventure, Sci-Fi",6.6,Brett Ratner,$234.36M
The Amazing Spider-Man 2,12A,142 min,"Action, Adventure, Sci-Fi",6.6,Marc Webb,$202.85M
The Incredible Hulk,12A,112 min,"Action, Adventure, Sci-Fi",6.6,Louis Leterrier,$134.52M
Divergent,12A,139 min,"Action, Adventure, Mystery",6.6,Neil Burger,$150.95M
The Hunger Games: Mockingjay - Part 1,12A,123 min,"Action, Adventure, Sci-Fi",6.6,Francis Lawrence,$337.14M
Quantum of Solace,12A,106 min,"Action, Adventure, Thriller",6.6,Marc Forster,$168.37M
Elysium,15,109 min,"Action, Drama, Sci-Fi",6.6,Neill Blomkamp,$93.05M
The Da Vinci Code,12A,149 min,"Mystery, Thriller",6.6,Ron Howard,$217.54M
This Is the End,15,107 min,"Comedy, Fantasy",6.6,Evan Goldberg,$101.47M
Hitch,12A,118 min,"Comedy, Romance",6.6,Andy Tennant,$179.50M
The Expendables 2,15,103 min,"Action, Adventure, Thriller",6.6,Simon West,$85.02M
The Bourne Legacy,12A,135 min,"Action, Adventure, Thriller",6.6,Tony Gilroy,$113.20M
Prince of Persia: The Sands of Time,12A,116 min,"Action, Adventure, Fantasy",6.6,Mike Newell,$90.76M
John Carter,12A,132 min,"Action, Adventure, Sci-Fi",6.6,Andrew Stanton,$73.08M
Resident Evil,15,100 min,"Action, Horror, Sci-Fi",6.6,Paul W.S. Anderson,$40.12M
Robin Hood,12A,140 min,"Action, Adventure, Drama",6.6,Ridley Scott,$105.27M
The Other Guys,12A,107 min,"Action, Comedy, Crime",6.6,Adam McKay,$119.22M
The Village,12A,108 min,"Drama, Mystery, Thriller",6.6,M. Night Shyamalan,$114.20M
Saw II,18,93 min,"Horror, Mystery",6.6,Darren Lynn Bousman,$87.04M
Bad Boys II,15,147 min,"Action, Comedy, Crime",6.6,Michael Bay,$138.61M
Focus,15,105 min,"Comedy, Crime, Drama",6.6,Glenn Ficarra,$53.86M
Ender's Game,12A,114 min,"Action, Adventure, Sci-Fi",6.6,Gavin Hood,$61.74M
The Beach,15,119 min,"Adventure, Drama, Romance",6.6,Danny Boyle,$39.79M
"Me, Myself & Irene",15,116 min,Comedy,6.6,Bobby Farrelly,$90.57M
Austin Powers: The Spy Who Shagged Me,12,95 min,"Action, Adventure, Comedy",6.6,Jay Roach,$206.04M
The Chronicles of Riddick,15,119 min,"Action, Adventure, Sci-Fi",6.6,David Twohy,$57.76M
Madagascar: Escape 2 Africa,U,89 min,"Animation, Adventure, Comedy",6.6,Eric Darnell,$180.01M
Rush Hour 2,12,90 min,"Action, Comedy, Crime",6.6,Brett Ratner,$226.16M
EuroTrip,15,92 min,Comedy,6.6,Jeff Schaffer,$17.72M
Project X,18,88 min,Comedy,6.6,Nima Nourizadeh,$54.73M
Ghostbusters II,PG,108 min,"Action, Comedy, Fantasy",6.6,Ivan Reitman,$112.49M
The Polar Express,U,100 min,"Animation, Adventure, Comedy",6.6,Robert Zemeckis,$183.37M
Drag Me to Hell,15,99 min,Horror,6.6,Sam Raimi,$42.10M
Machete,18,105 min,"Action, Crime, Thriller",6.6,Ethan Maniquis,$26.59M
Eagle Eye,12A,118 min,"Action, Mystery, Thriller",6.6,D.J. Caruso,$101.11M
Talladega Nights: The Ballad of Ricky Bobby,12A,108 min,"Comedy, Sport",6.6,Adam McKay,$148.21M
Event Horizon,18,96 min,"Horror, Sci-Fi, Thriller",6.6,Paul W.S. Anderson,$26.67M
30 Days of Night,15,113 min,"Action, Adventure, Horror",6.6,David Slade,$39.57M
The Heat,15,117 min,"Action, Comedy, Crime",6.6,Paul Feig,$159.58M
RED 2,12A,116 min,"Action, Comedy, Crime",6.6,Dean Parisot,$53.26M
The Lovely Bones,12A,135 min,"Drama, Fantasy, Thriller",6.6,Peter Jackson,$43.82M
Lethal Weapon 4,15,127 min,"Action, Crime, Thriller",6.6,Richard Donner,$130.44M
Puss in Boots,U,90 min,"Animation, Adventure, Comedy",6.6,Chris Miller,$149.26M
Antz,PG,83 min,"Animation, Adventure, Comedy",6.6,Eric Darnell,$90.76M
The Running Man,18,101 min,"Action, Sci-Fi, Thriller",6.6,Paul Michael Glaser,$38.12M
Man on a Ledge,12A,102 min,"Action, Crime, Thriller",6.6,Asger Leth,$18.62M
Shoot 'Em Up,18,86 min,"Action, Comedy, Thriller",6.6,Michael Davis,$12.81M
Vantage Point,12A,90 min,"Action, Crime, Drama",6.6,Pete Travis,$72.27M
Smokin' Aces,18,109 min,"Action, Comedy, Crime",6.6,Joe Carnahan,$35.66M
Joy,12A,124 min,"Biography, Drama",6.6,David O. Russell,$56.45M
The Parent Trap,U,128 min,"Adventure, Comedy, Drama",6.6,Nancy Meyers,$66.31M
The Recruit,12A,115 min,"Action, Thriller",6.6,Roger Donaldson,$52.80M
Last Vegas,12A,105 min,"Comedy, Drama",6.6,Jon Turteltaub,$63.91M
My Big Fat Greek Wedding,PG,95 min,"Comedy, Drama, Romance",6.6,Joel Zwick,$241.44M
16 Blocks,12A,102 min,"Action, Drama, Thriller",6.6,Richard Donner,$36.90M
Hush,15,82 min,"Horror, Thriller",6.6,Mike Flanagan,
Outbreak,15,127 min,"Action, Drama, Thriller",6.6,Wolfgang Petersen,$67.82M
Shanghai Noon,12,110 min,"Action, Adventure, Comedy",6.6,Tom Dey,$56.94M
Hotel Transylvania 2,U,89 min,"Animation, Adventure, Comedy",6.6,Genndy Tartakovsky,$169.70M
What Lies Beneath,15,130 min,"Drama, Horror, Mystery",6.6,Robert Zemeckis,$155.46M
Flushed Away,U,85 min,"Animation, Action, Adventure",6.6,David Bowers,$64.67M
Australia,12A,165 min,"Adventure, Drama, Romance",6.6,Baz Luhrmann,$49.55M
The 13th Warrior,15,102 min,"Action, Adventure, History",6.6,John McTiernan,$32.70M
Tears of the Sun,15,121 min,"Action, Drama, Thriller",6.6,Antoine Fuqua,$43.73M
Wild Things,18,108 min,"Crime, Drama, Mystery",6.6,John McNaughton,$29.75M
Monster House,PG,91 min,"Animation, Comedy, Family",6.6,Gil Kenan,$73.66M
Burnt,15,101 min,"Comedy, Drama",6.6,John Wells,$13.65M
Death Becomes Her,PG,104 min,"Comedy, Fantasy, Horror",6.6,Robert Zemeckis,$58.42M
The Manchurian Candidate,15,129 min,"Drama, Mystery, Sci-Fi",6.6,Jonathan Demme,$65.96M
Safe Haven,12A,115 min,"Drama, Romance, Thriller",6.6,Lasse Hallström,$71.35M
Run All Night,15,114 min,"Action, Crime, Mystery",6.6,Jaume Collet-Serra,$26.46M
The Invitation,15,100 min,"Drama, Horror, Mystery",6.6,Karyn Kusama,$0.23M
Welcome to the Jungle,15,104 min,"Action, Adventure, Comedy",6.6,Peter Berg,$47.73M
Attack the Block,15,88 min,"Action, Adventure, Comedy",6.6,Joe Cornish,$1.02M
Epic,U,102 min,"Animation, Action, Adventure",6.6,Chris Wedge,$107.52M
Crocodile Dundee,15,97 min,"Action, Adventure, Comedy",6.6,Peter Faiman,$174.64M
Licence to Kill,UA,133 min,"Action, Adventure, Thriller",6.6,John Glen,$34.67M
Inherent Vice,15,148 min,"Comedy, Crime, Drama",6.6,Paul Thomas Anderson,$8.11M
Home,U,94 min,"Animation, Adventure, Comedy",6.6,Tim Johnson,$177.40M
Child's Play,15,87 min,"Horror, Thriller",6.6,Tom Holland,$33.24M
Anna Karenina,12A,129 min,"Drama, Romance",6.6,Joe Wright,$12.82M
I Love You Phillip Morris,15,102 min,"Biography, Comedy, Crime",6.6,Glenn Ficarra,$2.04M
Edge of Darkness,15,117 min,"Drama, Thriller",6.6,Martin Campbell,$43.31M
Nick and Norah's Infinite Playlist,12A,90 min,"Comedy, Drama, Music",6.6,Peter Sollett,$31.49M
Nymphomaniac: Vol. II,18,124 min,Drama,6.6,Lars von Trier,$0.33M
Hot Shots! Part Deux,A,86 min,"Action, Comedy",6.6,Jim Abrahams,$38.91M
Penguins of Madagascar,U,92 min,"Animation, Adventure, Comedy",6.6,Eric Darnell,$83.35M
Weird Science,15,94 min,"Comedy, Romance, Sci-Fi",6.6,John Hughes,$23.83M
The Pelican Brief,12,141 min,"Crime, Drama, Mystery",6.6,Alan J. Pakula,$100.77M
A Perfect Murder,15,107 min,"Crime, Drama, Thriller",6.6,Andrew Davis,$67.64M
Scoop,12,96 min,"Comedy, Crime, Fantasy",6.6,Woody Allen,$10.53M
U-571,12,116 min,"Action, War",6.6,Jonathan Mostow,$77.09M
Star Trek: Generations,PG,118 min,"Action, Adventure, Mystery",6.6,David Carson,$75.67M
A Nightmare on Elm Street 3: Dream Warriors,18,96 min,"Fantasy, Horror",6.6,Chuck Russell,$44.79M
Midnight Special,12A,112 min,"Drama, Mystery, Sci-Fi",6.6,Jeff Nichols,$3.71M
Star Trek III: The Search for Spock,PG,105 min,"Action, Adventure, Sci-Fi",6.6,Leonard Nimoy,$76.47M
The Weather Man,15,102 min,"Comedy, Drama",6.6,Gore Verbinski,$12.48M
This Is Where I Leave You,15,103 min,"Comedy, Drama",6.6,Shawn Levy,$34.29M
Footloose,12A,107 min,"Drama, Music, Romance",6.6,Herbert Ross,$80.04M
Bad Lieutenant: Port of Call New Orleans,18,122 min,"Crime, Drama",6.6,Werner Herzog,$1.70M
Nanny McPhee,U,97 min,"Comedy, Family, Fantasy",6.6,Kirk Jones,$47.14M
The Wedding Ringer,15,101 min,Comedy,6.6,Jeremy Garelick,$64.46M
Kiss the Girls,18,115 min,"Crime, Drama, Mystery",6.6,Gary Fleder,$60.53M
Derailed,15,108 min,"Crime, Drama, Thriller",6.6,Mikael Håfström,$36.02M
Road House,18,114 min,"Action, Thriller",6.6,Rowdy Herrington,$30.05M
The Best of Me,12A,118 min,"Drama, Romance",6.6,Michael Hoffman,$26.76M
Joy Ride,15,97 min,"Action, Mystery, Thriller",6.6,John Dahl,$21.97M
A Lot Like Love,12A,107 min,"Comedy, Drama, Romance",6.6,Nigel Cole,$21.84M
Run Fatboy Run,12A,100 min,"Comedy, Romance, Sport",6.6,David Schwimmer,$6.00M
The Replacements,12,118 min,"Comedy, Sport",6.6,Howard Deutch,$44.74M
I Heart Huckabees,15,107 min,Comedy,6.6,David O. Russell,$12.78M
Far and Away,12,140 min,"Adventure, Drama, Romance",6.6,Ron Howard,$58.88M
Kiss of the Dragon,18,98 min,"Action, Crime, Thriller",6.6,Chris Nahon,$36.85M
Half Baked,18,82 min,"Comedy, Crime",6.6,Tamra Davis,$17.28M
Irrational Man,12A,95 min,"Comedy, Crime, Drama",6.6,Woody Allen,$4.03M
Short Circuit,PG,98 min,"Comedy, Family, Sci-Fi",6.6,John Badham,$40.70M
Like Crazy,12A,86 min,"Drama, Romance",6.6,Drake Doremus,$3.41M
Pride and Glory,15,130 min,"Crime, Drama, Thriller",6.6,Gavin O'Connor,$15.71M
Titan A.E.,PG,94 min,"Animation, Action, Adventure",6.6,Don Bluth,$22.75M
Copycat,18,123 min,"Drama, Mystery, Thriller",6.6,Jon Amiel,$32.05M
Macbeth,15,113 min,"Drama, History, War",6.6,Justin Kurzel,$1.11M
Courage Under Fire,15,116 min,"Action, Drama, Mystery",6.6,Edward Zwick,$59.03M
Black Rain,18,125 min,"Action, Crime, Thriller",6.6,Ridley Scott,$46.21M
My Blueberry Nights,12A,95 min,"Drama, Romance",6.6,Kar-Wai Wong,$0.87M
Revenge of the Nerds,18,90 min,Comedy,6.6,Jeff Kanew,$40.90M
Transsiberian,15,111 min,"Crime, Drama, Mystery",6.6,Brad Anderson,$2.20M
Asterix & Obelix: Mission Cleopatra,PG,107 min,"Adventure, Comedy, Family",6.6,Alain Chabat,$3.12M
Whiskey Tango Foxtrot,15,112 min,"Biography, Comedy, Drama",6.6,Glenn Ficarra,$23.05M
Arbitrage,15,107 min,"Drama, Thriller",6.6,Nicholas Jarecki,$7.92M
Cassandra's Dream,12,108 min,"Crime, Drama, Romance",6.6,Woody Allen,$0.97M
The Rules of Attraction,18,110 min,"Comedy, Drama, Romance",6.6,Roger Avary,$6.53M
Bad Words,R,89 min,"Comedy, Drama",6.6,Jason Bateman,$7.76M
French Kiss,12,111 min,"Comedy, Drama, Romance",6.6,Lawrence Kasdan,$38.90M
Reality Bites,12,99 min,"Comedy, Drama, Romance",6.6,Ben Stiller,$20.98M
The Beaver,12A,91 min,Drama,6.6,Jodie Foster,$0.97M
Oliver & Company,U,74 min,"Animation, Adventure, Comedy",6.6,George Scribner,$74.15M
The Odd Life of Timothy Green,U,105 min,"Comedy, Drama, Family",6.6,Peter Hedges,$51.85M
The Great Outdoors,PG,91 min,Comedy,6.6,Howard Deutch,$41.46M
Annie,U,126 min,"Comedy, Drama, Family",6.6,John Huston,$57.06M
Roxanne,PG,107 min,"Comedy, Romance",6.6,Fred Schepisi,$40.05M
Sudden Impact,18,117 min,"Action, Crime, Thriller",6.6,Clint Eastwood,$67.64M
Notorious,15,122 min,"Biography, Crime, Drama",6.6,George Tillman Jr.,$36.84M
The Loved Ones,18,84 min,"Crime, Horror",6.6,Sean Byrne,
Coco Before Chanel,PG-13,105 min,"Biography, Drama",6.6,Anne Fontaine,$6.11M
Wasabi,15,94 min,"Action, Drama, Comedy",6.6,Gérard Krawczyk,$0.08M
Midnight in the Garden of Good and Evil,15,155 min,"Crime, Drama, Mystery",6.6,Clint Eastwood,$25.08M
Emma,U,120 min,"Comedy, Drama, Romance",6.6,Douglas McGrath,$22.20M
Small Time Crooks,PG,94 min,"Comedy, Crime",6.6,Woody Allen,$17.07M
Promised Land,15,106 min,Drama,6.6,Gus Van Sant,$7.60M
Wish I Was Here,15,106 min,"Comedy, Drama",6.6,Zach Braff,$3.59M
The Blob,18,95 min,"Horror, Sci-Fi, Thriller",6.6,Chuck Russell,$8.25M
Drop Dead Gorgeous,15,97 min,"Comedy, Romance, Thriller",6.6,Michael Patrick Jann,$10.56M
May,18,93 min,"Comedy, Drama, Horror",6.6,Lucky McKee,$0.15M
Phantasm,X,89 min,"Horror, Sci-Fi",6.6,Don Coscarelli,$11.99M
True Crime,15,127 min,"Crime, Drama, Mystery",6.6,Clint Eastwood,$16.64M
*batteries not included,PG,106 min,"Comedy, Family, Fantasy",6.6,Matthew Robbins,$32.95M
New Jack City,18,101 min,"Action, Crime, Drama",6.6,Mario Van Peebles,$47.62M
For Love of the Game,12,137 min,"Drama, Romance, Sport",6.6,Sam Raimi,$35.17M
Gummo,18,89 min,"Comedy, Drama",6.6,Harmony Korine,$0.02M
Heavy Metal,AA,86 min,"Animation, Adventure, Fantasy",6.6,Gerald Potterton,
22 Bullets,18,117 min,"Action, Crime, Drama",6.6,Richard Berry,
Confidence: After Dark,15,97 min,"Crime, Thriller",6.6,James Foley,$12.21M
The Way of the Gun,18,119 min,"Action, Crime, Drama",6.6,Christopher McQuarrie,$6.06M
The Homesman,15,122 min,"Drama, Western",6.6,Tommy Lee Jones,$2.43M
Chaos Theory,PG-13,87 min,"Comedy, Drama, Romance",6.6,Marcos Siega,$0.24M
